transaction_id,account_id,amount,transaction_type,method,timestamp,counterparty_account,counterparty_country,status
TXN_50449,ACC_1027,1841.18,WITHDRAWAL,CASH,2026-08-01 11:00:00,,US,COMPLETED
TXN_50473,ACC_1028,1371.91,WITHDRAWAL,CASH,2026-08-01 11:00:00,,US,COMPLETED
TXN_50598,ACC_1035,2322.25,WITHDRAWAL,ACH,2026-08-01 11:00:00,,US,COMPLETED
TXN_50688,ACC_1040,1439.61,TRANSFER_IN,WIRE,2026-08-01 11:00:00,ACC_1018,KY,COMPLETED
TXN_50772,ACC_1046,3781.06,DEPOSIT,CHECK,2026-08-01 11:00:00,,US,COMPLETED
TXN_50342,ACC_1021,1217.61,TRANSFER_IN,WIRE,2026-08-01 12:00:00,ACC_1030,CH,COMPLETED
TXN_50416,ACC_1025,4335.35,WITHDRAWAL,WIRE,2026-08-01 12:00:00,,US,COMPLETED
TXN_50737,ACC_1044,4328.2,TRANSFER_OUT,ACH,2026-08-01 12:00:00,ACC_1047,US,COMPLETED
TXN_50234,ACC_1014,1538.88,TRANSFER_OUT,CHECK,2026-08-01 13:00:00,ACC_1034,CA,COMPLETED
TXN_50301,ACC_1018,3093.61,TRANSFER_IN,ACH,2026-08-01 13:00:00,ACC_1041,CA,COMPLETED
TXN_50438,ACC_1026,328.79,TRANSFER_IN,CHECK,2026-08-01 13:00:00,ACC_1021,US,COMPLETED
TXN_50112,ACC_1006,534.2,WITHDRAWAL,CHECK,2026-08-01 14:00:00,,US,COMPLETED
TXN_50213,ACC_1012,1652.06,TRANSFER_OUT,CHECK,2026-08-01 14:00:00,ACC_1049,KY,COMPLETED
TXN_50360,ACC_1022,1362.89,TRANSFER_IN,CHECK,2026-08-01 14:00:00,ACC_1016,SG,COMPLETED
TXN_50486,ACC_1029,3143.44,TRANSFER_IN,CHECK,2026-08-01 14:00:00,ACC_1020,US,COMPLETED
TXN_50020,ACC_1001,4050.27,WITHDRAWAL,WIRE,2026-08-01 15:00:00,,US,COMPLETED
TXN_50065,ACC_1003,1876.7,WITHDRAWAL,CASH,2026-08-01 15:00:00,,US,COMPLETED
TXN_50787,ACC_1047,424.0,WITHDRAWAL,ACH,2026-08-01 15:00:00,,US,COMPLETED
TXN_50258,ACC_1015,4002.71,TRANSFER_IN,WIRE,2026-08-01 16:00:00,ACC_1016,SG,COMPLETED
TXN_50128,ACC_1007,21438.66,TRANSFER_OUT,WIRE,2026-08-01 17:00:00,ACC_1029,PA,COMPLETED
TXN_50041,ACC_1002,3171.86,DEPOSIT,CHECK,2026-08-01 18:00:00,,US,COMPLETED
TXN_50378,ACC_1023,737.41,TRANSFER_OUT,WIRE,2026-08-01 18:00:00,ACC_1026,SG,COMPLETED
TXN_50502,ACC_1030,3963.01,TRANSFER_IN,WIRE,2026-08-01 18:00:00,ACC_1042,KY,COMPLETED
TXN_50556,ACC_1033,2182.38,TRANSFER_OUT,WIRE,2026-08-01 19:00:00,ACC_1040,DE,COMPLETED
TXN_50755,ACC_1045,4171.75,TRANSFER_IN,ACH,2026-08-01 20:00:00,ACC_1022,US,COMPLETED
TXN_50224,ACC_1013,2328.88,WITHDRAWAL,CHECK,2026-08-01 21:00:00,,US,COMPLETED
TXN_50579,ACC_1034,1566.92,WITHDRAWAL,CHECK,2026-08-01 22:00:00,,US,COMPLETED
TXN_50077,ACC_1004,759.4,WITHDRAWAL,ACH,2026-08-02 00:00:00,,US,COMPLETED
TXN_50099,ACC_1005,882.78,WITHDRAWAL,WIRE,2026-08-02 00:00:00,,US,COMPLETED
TXN_50540,ACC_1032,118.17,DEPOSIT,CHECK,2026-08-02 00:00:00,,US,COMPLETED
TXN_50716,ACC_1043,2259.64,TRANSFER_IN,ACH,2026-08-02 11:00:00,ACC_1004,GB,COMPLETED
TXN_50327,ACC_1020,3264.89,TRANSFER_OUT,WIRE,2026-08-02 12:00:00,ACC_1022,CA,COMPLETED
TXN_50394,ACC_1024,1197.41,DEPOSIT,CASH,2026-08-02 12:00:00,,US,COMPLETED
TXN_50487,ACC_1029,1780.2,TRANSFER_OUT,WIRE,2026-08-02 15:00:00,ACC_1004,GB,COMPLETED
TXN_50113,ACC_1006,287.18,TRANSFER_IN,WIRE,2026-08-02 16:00:00,ACC_1008,KY,COMPLETED
TXN_50788,ACC_1047,3183.9,DEPOSIT,CASH,2026-08-02 17:00:00,,US,COMPLETED
TXN_50804,ACC_1048,1321.39,DEPOSIT,ACH,2026-08-02 17:00:00,,US,COMPLETED
TXN_50021,ACC_1001,114.23,WITHDRAWAL,ACH,2026-08-02 21:00:00,,US,COMPLETED
TXN_50379,ACC_1023,2889.35,DEPOSIT,WIRE,2026-08-02 21:00:00,,US,COMPLETED
TXN_50214,ACC_1012,1091.47,TRANSFER_OUT,WIRE,2026-08-02 23:00:00,ACC_1024,SG,COMPLETED
TXN_50343,ACC_1021,1031.84,DEPOSIT,ACH,2026-08-03 00:00:00,,US,COMPLETED
TXN_50235,ACC_1014,1921.76,WITHDRAWAL,CHECK,2026-08-03 01:00:00,,US,COMPLETED
TXN_50843,ACC_1050,941.36,TRANSFER_IN,CHECK,2026-08-03 09:00:00,ACC_1028,GB,COMPLETED
TXN_50184,ACC_1010,2985.49,TRANSFER_OUT,WIRE,2026-08-03 10:00:00,ACC_1018,US,COMPLETED
TXN_50100,ACC_1005,2189.21,TRANSFER_IN,ACH,2026-08-03 12:00:00,ACC_1013,CA,COMPLETED
TXN_50160,ACC_1009,4357.57,TRANSFER_OUT,ACH,2026-08-03 12:00:00,ACC_1043,US,COMPLETED
TXN_50615,ACC_1036,1490.99,WITHDRAWAL,CHECK,2026-08-03 12:00:00,,US,COMPLETED
TXN_50632,ACC_1037,3246.75,TRANSFER_OUT,WIRE,2026-08-03 13:00:00,ACC_1014,CH,COMPLETED
TXN_50149,ACC_1008,3368.71,WITHDRAWAL,CHECK,2026-08-03 16:00:00,,US,COMPLETED
TXN_50283,ACC_1017,1582.64,TRANSFER_IN,CHECK,2026-08-03 16:00:00,ACC_1008,CH,COMPLETED
TXN_50328,ACC_1020,4218.48,DEPOSIT,CASH,2026-08-03 16:00:00,,US,COMPLETED
TXN_50395,ACC_1024,960.25,TRANSFER_IN,WIRE,2026-08-03 16:00:00,ACC_1011,CH,COMPLETED
TXN_50773,ACC_1046,1379.0,TRANSFER_IN,WIRE,2026-08-03 18:00:00,ACC_1050,US,COMPLETED
TXN_50450,ACC_1027,1207.24,WITHDRAWAL,CHECK,2026-08-03 19:00:00,,US,COMPLETED
TXN_50259,ACC_1015,2051.88,WITHDRAWAL,CASH,2026-08-03 21:00:00,,US,COMPLETED
TXN_50066,ACC_1003,1113.05,DEPOSIT,ACH,2026-08-03 22:00:00,,US,COMPLETED
TXN_50225,ACC_1013,2774.35,TRANSFER_OUT,WIRE,2026-08-03 22:00:00,ACC_1043,SG,COMPLETED
TXN_50488,ACC_1029,412.58,TRANSFER_OUT,WIRE,2026-08-03 22:00:00,ACC_1007,US,COMPLETED
TXN_50738,ACC_1044,93.03,TRANSFER_IN,ACH,2026-08-03 22:00:00,ACC_1020,US,COMPLETED
TXN_50129,ACC_1007,1509.33,TRANSFER_OUT,WIRE,2026-08-03 23:00:00,ACC_1021,US,COMPLETED
TXN_50302,ACC_1018,1009.4,TRANSFER_OUT,WIRE,2026-08-03 23:00:00,ACC_1030,CH,COMPLETED
TXN_50417,ACC_1025,397.43,TRANSFER_IN,ACH,2026-08-03 23:00:00,ACC_1043,CA,COMPLETED
TXN_50689,ACC_1040,2649.4,TRANSFER_OUT,WIRE,2026-08-03 23:00:00,ACC_1012,US,COMPLETED
TXN_50361,ACC_1022,2782.68,WITHDRAWAL,CHECK,2026-08-04 00:00:00,,US,COMPLETED
TXN_50756,ACC_1045,2130.93,WITHDRAWAL,WIRE,2026-08-04 04:00:00,,US,COMPLETED
TXN_50557,ACC_1033,149.1,WITHDRAWAL,CASH,2026-08-04 05:00:00,,US,COMPLETED
TXN_50344,ACC_1021,1719.1,DEPOSIT,ACH,2026-08-04 07:00:00,,US,COMPLETED
TXN_50706,ACC_1041,1062.99,TRANSFER_OUT,WIRE,2026-08-04 07:00:00,ACC_1022,DE,COMPLETED
TXN_50022,ACC_1001,2847.34,DEPOSIT,CHECK,2026-08-04 09:00:00,,US,COMPLETED
TXN_50078,ACC_1004,20355.75,WITHDRAWAL,CASH,2026-08-04 10:00:00,,US,COMPLETED
TXN_50668,ACC_1039,1072.18,TRANSFER_IN,WIRE,2026-08-04 11:00:00,ACC_1015,US,COMPLETED
TXN_50825,ACC_1049,2481.16,TRANSFER_IN,WIRE,2026-08-04 11:00:00,ACC_1011,US,COMPLETED
TXN_50522,ACC_1031,3069.79,TRANSFER_OUT,CHECK,2026-08-04 13:00:00,ACC_1017,DE,COMPLETED
TXN_50599,ACC_1035,964.3,WITHDRAWAL,CASH,2026-08-04 13:00:00,,US,COMPLETED
TXN_50650,ACC_1038,2020.75,WITHDRAWAL,ACH,2026-08-04 14:00:00,,US,COMPLETED
TXN_50196,ACC_1011,2098.51,TRANSFER_OUT,CHECK,2026-08-04 15:00:00,ACC_1041,GB,COMPLETED
TXN_50101,ACC_1005,18943.76,TRANSFER_IN,ACH,2026-08-04 18:00:00,ACC_1004,PA,COMPLETED
TXN_50269,ACC_1016,892.06,DEPOSIT,CASH,2026-08-04 18:00:00,,US,COMPLETED
TXN_50317,ACC_1019,21627.03,TRANSFER_OUT,WIRE,2026-08-04 19:00:00,ACC_1015,PA,COMPLETED
TXN_50474,ACC_1028,2928.33,TRANSFER_IN,WIRE,2026-08-04 19:00:00,ACC_1043,CH,COMPLETED
TXN_50844,ACC_1050,56.37,TRANSFER_OUT,WIRE,2026-08-04 19:00:00,ACC_1019,US,COMPLETED
TXN_50042,ACC_1002,4226.41,DEPOSIT,ACH,2026-08-04 20:00:00,,US,COMPLETED
TXN_50396,ACC_1024,3664.61,TRANSFER_IN,CHECK,2026-08-04 20:00:00,ACC_1039,PA,COMPLETED
TXN_50439,ACC_1026,55.7,TRANSFER_IN,WIRE,2026-08-04 21:00:00,ACC_1030,GB,COMPLETED
TXN_50774,ACC_1046,847.66,TRANSFER_IN,WIRE,2026-08-04 21:00:00,ACC_1039,US,COMPLETED
TXN_50014,ACC_1042,1200.0,DEPOSIT,ACH,2026-08-05 00:00:00,,US,COMPLETED
TXN_50016,ACC_1085,1200.0,DEPOSIT,ACH,2026-08-05 00:00:00,,US,COMPLETED
TXN_50018,ACC_1102,1200.0,DEPOSIT,ACH,2026-08-05 00:00:00,,US,COMPLETED
TXN_50580,ACC_1034,3428.27,TRANSFER_OUT,CHECK,2026-08-05 00:00:00,ACC_1028,US,COMPLETED
TXN_50633,ACC_1037,12560.88,WITHDRAWAL,WIRE,2026-08-05 00:00:00,,US,COMPLETED
TXN_50489,ACC_1029,2879.09,TRANSFER_OUT,ACH,2026-08-05 01:00:00,ACC_1020,DE,COMPLETED
TXN_50236,ACC_1014,378.71,TRANSFER_IN,WIRE,2026-08-05 03:00:00,ACC_1039,DE,COMPLETED
TXN_50329,ACC_1020,2727.72,WITHDRAWAL,CHECK,2026-08-05 04:00:00,,US,COMPLETED
TXN_50503,ACC_1030,2139.25,TRANSFER_OUT,WIRE,2026-08-05 04:00:00,ACC_1040,CH,COMPLETED
TXN_50739,ACC_1044,117.22,TRANSFER_IN,WIRE,2026-08-05 04:00:00,ACC_1007,US,COMPLETED
TXN_50805,ACC_1048,3589.36,WITHDRAWAL,CASH,2026-08-05 04:00:00,,US,COMPLETED
TXN_50226,ACC_1013,4386.45,DEPOSIT,CASH,2026-08-05 07:00:00,,US,COMPLETED
TXN_50362,ACC_1022,1508.33,TRANSFER_IN,WIRE,2026-08-05 07:00:00,ACC_1022,DE,COMPLETED
TXN_50380,ACC_1023,14792.35,TRANSFER_IN,ACH,2026-08-05 07:00:00,ACC_1037,US,COMPLETED
TXN_50418,ACC_1025,2739.03,TRANSFER_OUT,CHECK,2026-08-05 08:00:00,ACC_1042,US,COMPLETED
TXN_50079,ACC_1004,1185.5,TRANSFER_OUT,CHECK,2026-08-05 11:00:00,ACC_1022,DE,COMPLETED
TXN_50541,ACC_1032,3568.73,TRANSFER_IN,ACH,2026-08-05 11:00:00,ACC_1039,US,COMPLETED
TXN_50690,ACC_1040,1071.13,DEPOSIT,WIRE,2026-08-05 11:00:00,,US,COMPLETED
TXN_50717,ACC_1043,3161.95,WITHDRAWAL,CASH,2026-08-05 14:00:00,,US,COMPLETED
TXN_50600,ACC_1035,2429.14,TRANSFER_OUT,ACH,2026-08-05 17:00:00,ACC_1048,SG,COMPLETED
TXN_50023,ACC_1001,1086.26,WITHDRAWAL,WIRE,2026-08-05 18:00:00,,US,COMPLETED
TXN_50616,ACC_1036,775.51,WITHDRAWAL,CASH,2026-08-05 19:00:00,,US,COMPLETED
TXN_50318,ACC_1019,647.81,WITHDRAWAL,CHECK,2026-08-05 20:00:00,,US,COMPLETED
TXN_50114,ACC_1006,3154.81,TRANSFER_OUT,WIRE,2026-08-05 21:00:00,ACC_1006,CH,COMPLETED
TXN_50669,ACC_1039,1615.0,DEPOSIT,ACH,2026-08-05 21:00:00,,US,COMPLETED
TXN_50197,ACC_1011,325.92,TRANSFER_IN,CHECK,2026-08-05 23:00:00,ACC_1038,US,COMPLETED
TXN_50651,ACC_1038,1814.51,DEPOSIT,WIRE,2026-08-05 23:00:00,,US,COMPLETED
TXN_50067,ACC_1003,807.97,TRANSFER_OUT,ACH,2026-08-06 02:00:00,ACC_1036,US,COMPLETED
TXN_50397,ACC_1024,4405.92,TRANSFER_IN,ACH,2026-08-06 02:00:00,ACC_1009,DE,COMPLETED
TXN_50475,ACC_1028,1394.57,WITHDRAWAL,WIRE,2026-08-06 02:00:00,,US,COMPLETED
TXN_50789,ACC_1047,2762.08,TRANSFER_OUT,ACH,2026-08-06 02:00:00,ACC_1050,US,COMPLETED
TXN_50260,ACC_1015,2100.7,WITHDRAWAL,CHECK,2026-08-06 05:00:00,,US,COMPLETED
TXN_50303,ACC_1018,3164.69,WITHDRAWAL,WIRE,2026-08-06 06:00:00,,US,COMPLETED
TXN_50215,ACC_1012,2088.33,TRANSFER_OUT,WIRE,2026-08-06 07:00:00,ACC_1011,US,COMPLETED
TXN_50558,ACC_1033,3996.42,DEPOSIT,CHECK,2026-08-06 07:00:00,,US,COMPLETED
TXN_50775,ACC_1046,136.86,TRANSFER_OUT,WIRE,2026-08-06 08:00:00,ACC_1033,CH,COMPLETED
TXN_50185,ACC_1010,1566.37,TRANSFER_OUT,CHECK,2026-08-06 12:00:00,ACC_1003,US,COMPLETED
TXN_50237,ACC_1014,2008.71,TRANSFER_IN,WIRE,2026-08-06 15:00:00,ACC_1018,SG,COMPLETED
TXN_50707,ACC_1041,4490.88,DEPOSIT,CHECK,2026-08-06 15:00:00,,US,COMPLETED
TXN_50419,ACC_1025,1748.77,DEPOSIT,ACH,2026-08-06 16:00:00,,US,COMPLETED
TXN_50601,ACC_1035,2077.33,DEPOSIT,ACH,2026-08-06 18:00:00,,US,COMPLETED
TXN_50691,ACC_1040,481.48,TRANSFER_OUT,ACH,2026-08-06 18:00:00,ACC_1002,DE,COMPLETED
TXN_50523,ACC_1031,3320.56,WITHDRAWAL,CHECK,2026-08-06 20:00:00,,US,COMPLETED
TXN_50718,ACC_1043,4417.91,TRANSFER_IN,WIRE,2026-08-06 20:00:00,ACC_1047,US,COMPLETED
TXN_50826,ACC_1049,4017.25,DEPOSIT,WIRE,2026-08-06 21:00:00,,US,COMPLETED
TXN_50161,ACC_1009,22228.33,WITHDRAWAL,WIRE,2026-08-06 23:00:00,,US,COMPLETED
TXN_50015,ACC_1042,150.0,WITHDRAWAL,CASH,2026-08-07 00:00:00,,US,COMPLETED
TXN_50017,ACC_1085,150.0,WITHDRAWAL,CASH,2026-08-07 00:00:00,,US,COMPLETED
TXN_50019,ACC_1102,150.0,WITHDRAWAL,CASH,2026-08-07 00:00:00,,US,COMPLETED
TXN_50150,ACC_1008,4112.42,TRANSFER_IN,WIRE,2026-08-07 01:00:00,ACC_1019,GB,COMPLETED
TXN_50284,ACC_1017,1721.03,TRANSFER_IN,WIRE,2026-08-07 01:00:00,ACC_1019,US,COMPLETED
TXN_50130,ACC_1007,2581.65,TRANSFER_OUT,ACH,2026-08-07 03:00:00,ACC_1021,KY,COMPLETED
TXN_50115,ACC_1006,3310.71,DEPOSIT,ACH,2026-08-07 04:00:00,,US,COMPLETED
TXN_50845,ACC_1050,19280.39,TRANSFER_IN,ACH,2026-08-07 04:00:00,ACC_1019,US,COMPLETED
TXN_50806,ACC_1048,1515.39,WITHDRAWAL,ACH,2026-08-07 05:00:00,,US,COMPLETED
TXN_50102,ACC_1005,4249.52,TRANSFER_OUT,ACH,2026-08-07 06:00:00,ACC_1001,CH,COMPLETED
TXN_50398,ACC_1024,3904.37,WITHDRAWAL,WIRE,2026-08-07 07:00:00,,US,COMPLETED
TXN_50451,ACC_1027,2722.8,TRANSFER_IN,WIRE,2026-08-07 07:00:00,ACC_1006,US,COMPLETED
TXN_50227,ACC_1013,2867.81,TRANSFER_IN,ACH,2026-08-07 08:00:00,ACC_1023,US,COMPLETED
TXN_50490,ACC_1029,4029.05,TRANSFER_OUT,WIRE,2026-08-07 09:00:00,ACC_1024,DE,COMPLETED
TXN_50068,ACC_1003,617.36,TRANSFER_IN,WIRE,2026-08-07 10:00:00,ACC_1040,PA,COMPLETED
TXN_50345,ACC_1021,390.43,TRANSFER_IN,ACH,2026-08-07 10:00:00,ACC_1034,US,COMPLETED
TXN_50740,ACC_1044,719.36,WITHDRAWAL,WIRE,2026-08-07 10:00:00,,US,COMPLETED
TXN_50330,ACC_1020,2108.8,TRANSFER_IN,CHECK,2026-08-07 11:00:00,ACC_1024,PA,COMPLETED
TXN_50757,ACC_1045,3381.59,WITHDRAWAL,ACH,2026-08-07 13:00:00,,US,COMPLETED
TXN_50238,ACC_1014,3026.9,WITHDRAWAL,ACH,2026-08-07 17:00:00,,US,COMPLETED
TXN_50080,ACC_1004,1150.18,DEPOSIT,ACH,2026-08-07 18:00:00,,US,COMPLETED
TXN_50708,ACC_1041,271.05,DEPOSIT,CASH,2026-08-07 18:00:00,,US,COMPLETED
TXN_50602,ACC_1035,3578.08,WITHDRAWAL,CHECK,2026-08-07 21:00:00,,US,COMPLETED
TXN_50617,ACC_1036,621.69,TRANSFER_OUT,WIRE,2026-08-08 01:00:00,ACC_1029,GB,COMPLETED
TXN_50270,ACC_1016,3444.53,DEPOSIT,WIRE,2026-08-08 02:00:00,,US,COMPLETED
TXN_50581,ACC_1034,133.22,DEPOSIT,WIRE,2026-08-08 02:00:00,,US,COMPLETED
TXN_50043,ACC_1002,716.41,WITHDRAWAL,CHECK,2026-08-08 05:00:00,,US,COMPLETED
TXN_50440,ACC_1026,4490.09,WITHDRAWAL,WIRE,2026-08-08 05:00:00,,US,COMPLETED
TXN_50827,ACC_1049,4066.75,TRANSFER_OUT,ACH,2026-08-08 05:00:00,ACC_1006,DE,COMPLETED
TXN_50198,ACC_1011,352.37,DEPOSIT,ACH,2026-08-08 08:00:00,,US,COMPLETED
TXN_50719,ACC_1043,1712.4,TRANSFER_IN,ACH,2026-08-08 08:00:00,ACC_1032,KY,COMPLETED
TXN_50151,ACC_1008,4333.76,WITHDRAWAL,CASH,2026-08-08 09:00:00,,US,COMPLETED
TXN_50634,ACC_1037,195.58,DEPOSIT,WIRE,2026-08-08 09:00:00,,US,COMPLETED
TXN_50381,ACC_1023,1658.75,DEPOSIT,CHECK,2026-08-08 10:00:00,,US,COMPLETED
TXN_50652,ACC_1038,43.7,WITHDRAWAL,CASH,2026-08-08 10:00:00,,US,COMPLETED
TXN_50846,ACC_1050,3165.95,TRANSFER_IN,WIRE,2026-08-08 11:00:00,ACC_1026,DE,COMPLETED
TXN_50790,ACC_1047,3923.45,WITHDRAWAL,WIRE,2026-08-08 12:00:00,,US,COMPLETED
TXN_50542,ACC_1032,20966.75,TRANSFER_OUT,WIRE,2026-08-08 13:00:00,ACC_1025,US,COMPLETED
TXN_50346,ACC_1021,4057.7,TRANSFER_OUT,CHECK,2026-08-08 14:00:00,ACC_1003,US,COMPLETED
TXN_50116,ACC_1006,3765.09,DEPOSIT,CHECK,2026-08-08 15:00:00,,US,COMPLETED
TXN_50504,ACC_1030,1819.71,TRANSFER_IN,WIRE,2026-08-08 16:00:00,ACC_1004,KY,COMPLETED
TXN_50363,ACC_1022,629.84,WITHDRAWAL,CASH,2026-08-08 17:00:00,,US,COMPLETED
TXN_50399,ACC_1024,1462.99,TRANSFER_OUT,WIRE,2026-08-08 19:00:00,ACC_1010,CH,COMPLETED
TXN_50776,ACC_1046,2930.07,TRANSFER_OUT,WIRE,2026-08-08 20:00:00,ACC_1031,US,COMPLETED
TXN_50186,ACC_1010,265.42,WITHDRAWAL,WIRE,2026-08-08 22:00:00,,US,COMPLETED
TXN_50420,ACC_1025,611.28,TRANSFER_OUT,CHECK,2026-08-08 22:00:00,ACC_1035,SG,COMPLETED
TXN_50709,ACC_1041,4032.73,TRANSFER_OUT,ACH,2026-08-08 22:00:00,ACC_1008,US,COMPLETED
TXN_50239,ACC_1014,3057.84,WITHDRAWAL,ACH,2026-08-09 03:00:00,,US,COMPLETED
TXN_50476,ACC_1028,4270.57,TRANSFER_OUT,ACH,2026-08-09 03:00:00,ACC_1012,CH,COMPLETED
TXN_50024,ACC_1001,2601.43,TRANSFER_OUT,WIRE,2026-08-09 04:00:00,ACC_1013,US,COMPLETED
TXN_50319,ACC_1019,3480.97,WITHDRAWAL,CHECK,2026-08-09 06:00:00,,US,COMPLETED
TXN_50670,ACC_1039,23142.16,DEPOSIT,CASH,2026-08-09 08:00:00,,US,COMPLETED
TXN_50271,ACC_1016,1691.93,TRANSFER_IN,WIRE,2026-08-09 09:00:00,ACC_1013,CH,COMPLETED
TXN_50216,ACC_1012,3931.05,TRANSFER_OUT,CHECK,2026-08-09 10:00:00,ACC_1036,US,COMPLETED
TXN_50261,ACC_1015,3309.21,TRANSFER_OUT,WIRE,2026-08-09 11:00:00,ACC_1049,GB,COMPLETED
TXN_50228,ACC_1013,3303.58,TRANSFER_IN,WIRE,2026-08-09 12:00:00,ACC_1003,GB,COMPLETED
TXN_50441,ACC_1026,127.12,DEPOSIT,CHECK,2026-08-09 12:00:00,,US,COMPLETED
TXN_50491,ACC_1029,2017.07,TRANSFER_OUT,CHECK,2026-08-09 12:00:00,ACC_1015,CA,COMPLETED
TXN_50285,ACC_1017,374.05,TRANSFER_IN,WIRE,2026-08-09 13:00:00,ACC_1014,US,COMPLETED
TXN_50559,ACC_1033,75.37,WITHDRAWAL,CHECK,2026-08-09 13:00:00,,US,COMPLETED
TXN_50103,ACC_1005,2164.64,DEPOSIT,CHECK,2026-08-09 14:00:00,,US,COMPLETED
TXN_50452,ACC_1027,2320.3,TRANSFER_IN,WIRE,2026-08-09 14:00:00,ACC_1002,DE,COMPLETED
TXN_50741,ACC_1044,431.73,WITHDRAWAL,ACH,2026-08-09 15:00:00,,US,COMPLETED
TXN_50044,ACC_1002,2861.39,TRANSFER_OUT,CHECK,2026-08-09 16:00:00,ACC_1004,US,COMPLETED
TXN_50304,ACC_1018,3931.65,TRANSFER_OUT,CHECK,2026-08-09 16:00:00,ACC_1005,CH,COMPLETED
TXN_50069,ACC_1003,2017.69,TRANSFER_OUT,WIRE,2026-08-09 19:00:00,ACC_1017,US,COMPLETED
TXN_50331,ACC_1020,461.76,TRANSFER_OUT,CHECK,2026-08-09 19:00:00,ACC_1014,GB,COMPLETED
TXN_50692,ACC_1040,485.6,DEPOSIT,CASH,2026-08-09 20:00:00,,US,COMPLETED
TXN_50081,ACC_1004,2932.65,DEPOSIT,ACH,2026-08-09 22:00:00,,US,COMPLETED
TXN_50758,ACC_1045,4079.06,TRANSFER_IN,WIRE,2026-08-09 23:00:00,ACC_1004,CA,COMPLETED
TXN_50777,ACC_1046,1033.7,DEPOSIT,CHECK,2026-08-10 00:00:00,,US,COMPLETED
TXN_50791,ACC_1047,249.87,TRANSFER_OUT,CHECK,2026-08-10 00:00:00,ACC_1041,US,COMPLETED
TXN_50162,ACC_1009,327.37,WITHDRAWAL,WIRE,2026-08-10 03:00:00,,US,COMPLETED
TXN_50603,ACC_1035,2041.04,TRANSFER_IN,ACH,2026-08-10 04:00:00,ACC_1025,SG,COMPLETED
TXN_50582,ACC_1034,4426.23,WITHDRAWAL,ACH,2026-08-10 05:00:00,,US,COMPLETED
TXN_50421,ACC_1025,4295.95,DEPOSIT,ACH,2026-08-10 06:00:00,,US,COMPLETED
TXN_50524,ACC_1031,1016.19,TRANSFER_OUT,CHECK,2026-08-10 08:00:00,ACC_1033,CA,COMPLETED
TXN_50828,ACC_1049,3176.96,TRANSFER_OUT,CHECK,2026-08-10 08:00:00,ACC_1020,GB,COMPLETED
TXN_50618,ACC_1036,2491.49,DEPOSIT,CHECK,2026-08-10 09:00:00,,US,COMPLETED
TXN_50807,ACC_1048,3111.28,DEPOSIT,CHECK,2026-08-10 09:00:00,,US,COMPLETED
TXN_50131,ACC_1007,1749.63,WITHDRAWAL,CASH,2026-08-10 10:00:00,,US,COMPLETED
TXN_50635,ACC_1037,2334.55,DEPOSIT,CHECK,2026-08-10 12:00:00,,US,COMPLETED
TXN_50199,ACC_1011,363.75,DEPOSIT,CASH,2026-08-10 13:00:00,,US,COMPLETED
TXN_50240,ACC_1014,1661.15,DEPOSIT,WIRE,2026-08-10 14:00:00,,US,COMPLETED
